"EnteDiCompetenza";"Provincia";"Comune";"DenominazioneIndirizzo";"NumeroCivico";"CodiceEdificioRilevazione";"CodiceEdificioRegionePiemonte";"AnnoDiCostruzione";"AnnoDiCostruzioneSND";"AnnoEsattoDiCostruzione";"CopiaArchivioSiNo";"ContaEdifici";""
"Provincia";"Torino";"Orbassano";"VIA ROSSELLI FRATELLI";"35";"PROVTO-48B";"0011710014";"Anno specificare";"Si";"1990";"No";"1";""
"Provincia";"Torino";"Moncalieri";"VIA TORINO";"32";"PROVTO-138";"0011560026";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Provincia";"Torino";"Nichelino";"Via XXV Aprile";"139";"PROVTO-144";"0011640021";"Anno specificare";"Si";"1984";"No";"1";""
"Provincia";"Torino";"Orbassano";"VIA ROSSELLI FRATELLI";"35";"PROVTO-48A";"0011710012";"Anno specificare";"Si";"1980";"No";"1";""
"Provincia";"Torino";"Orbassano";"STRADA VOLVERA";"44";"PROVTO-78";"0011710016";"Anno specificare";"Si";"1977";"No";"1";""
"Provincia";"Torino";"Osasco";"Via Martiri della Libertà";"42";"PROVTO-70";"0011730003";"Anno specificare";"Si";"2006";"No";"1";""
"Provincia";"Torino";"Osasco";"Via Martiri della Libertà";"42";"PROVTO-70A";"0011730004";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Provincia";"Torino";"Pinerolo";"VIA BATTISTI";"10";"PROVTO-68A";"0011910039";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Provincia";"Torino";"Pinerolo";"strada dei rochis";"25";"PROVTO-155";"0011910036";"Anno specificare";"Si";"1971";"No";"1";""
"Provincia";"Torino";"Pianezza";"Via Claviere";"10";"PROVTO-16";"0011890007";"Anno specificare";"Si";"1976";"No";"1";""
"Provincia";"Torino";"Osasco";"Via Martiri della Libertà";"42";"PROVTO-70B";"0011730005";"Anno specificare";"Si";"2003";"No";"1";""
"Provincia";"Torino";"Pianezza";"VIA SAN GILLIO";"100";"PROVTO-17";"0011890008";"Anno specificare";"Si";"1979";"No";"1";""
"Provincia";"Torino";"Pinerolo";"Strada Rochis (dei)";"12-14";"PROVTO-53";"0011910023";"Anno specificare";"Si";"1976";"No";"1";""
"Provincia";"Torino";"Pinerolo";"Strada dei Rochis";"25";"PROVTO155A";"0011910043";"Anno specificare";"Si";"2000";"No";"1";""
"Provincia";"Torino";"Oulx";"VIA MARTIN LUTHER KING ";"10";"PROVTO-150";"0011750004";"Anno specificare";"Si";"2009";"No";"1";""
"Provincia";"Torino";"Pinerolo";"Strada Rochis (dei)";"16";"PROVTO-52";"0011910021";"Anno specificare";"Si";"1988";"No";"1";""
"Provincia";"Torino";"Pinerolo";"VIA C. MERLO";"2";"PROVTO-71C";"0011910042";"Anno specificare";"Si";"1990";"No";"1";""
"Provincia";"Torino";"Pinerolo";"Via Brignone";"2";"PROVTO-67";"0011910024";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Provincia";"Torino";"Pinerolo";"Viale Kennedy";"30";"PROVTO-69";"0011910026";"Anno specificare";"Si";"1967";"No";"1";""
"Provincia";"Torino";"Pinerolo";"VIA BRIGNONE";"5";"PROVTO-68";"0011910025";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Provincia";"Torino";"Rivarolo Canavese";"Via Roma";"5";"PROVTO-107";"0012170007";"Anno specificare";"Si";"1930";"No";"1";""
"Provincia";"Torino";"Pinerolo";"Via Merlo C.";"2";"PROVTO-71A";"0011910040";"Anno specificare";"Si";"1990";"No";"1";""
"Provincia";"Torino";"Settimo Torinese";"Via Leinì";"54";"PROVTO-80B";"0012650019";"Anno specificare";"Si";"1990";"No";"1";""
"Provincia";"Torino";"Pinerolo";"VIALE KENNEDY";"30";"PROVTO-69A";"0011910037";"Anno specificare";"Si";"1967";"No";"1";""
"Provincia";"Torino";"Rivoli";"VIA XX SETTEMBRE";"14/A";"PROVTO152";"0012190036";"Anno specificare";"Si";"2006";"No";"1";""
"Provincia";"Torino";"Settimo Torinese";"Via Leinì";"54";"PROVTO-80A";"0012650018";"Anno specificare";"Si";"1979";"No";"1";""
"Provincia";"Torino";"Pinerolo";"VIALE KENNEDY";"30";"PROVTO-69B";"0011910038";"7 - dal 1976";"Si";"";"No";"1";""
"Provincia";"Torino";"Pinerolo";"Via Merlo C.";"2";"PROVTO-71B";"0011910041";"Anno specificare";"Si";"2004";"No";"1";""
"Provincia";"Torino";"Settimo Torinese";"Via Don Gnocchi";"2/a";"PROVTO-101";"0012650020";"Anno specificare";"Si";"1990";"No";"1";""
"Provincia";"Torino";"Rivoli";"VIALE GIOVANNI XXIII PAPA";"25";"PROVTO-18";"0012190001";"Anno specificare";"Si";"1938";"No";"1";""
"Provincia";"Torino";"Rivarolo Canavese";"Via Gallo Pecca";"4/6";"PROVTO-154";"0012170014";"Anno specificare";"Si";"1976";"No";"1";""
"Provincia";"Torino";"Sangano";"VIA SAN GIORGIO ";"10";"PROVTO-156";"0012410004";"Anno specificare";"Si";"2010";"No";"1";""
"Provincia";"Torino";"Pinerolo";"Via Merlo C.";"2";"PROVTO-71";"0011910022";"Anno specificare";"Si";"1990";"No";"1";""
"Provincia";"Torino";"Settimo Torinese";"VIA LEINI' ";"54";"PROVTO-80";"0012650023";"7 - dal 1976";"Si";"";"No";"1";""
"Provincia";"Torino";"Settimo Torinese";"VIA LEINI' ";"54";"PROVTO-80C";"0012650022";"7 - dal 1976";"Si";"";"No";"1";""
"Provincia";"Torino";"Torino";"CORSO ALIGHIERI DANTE";"80";"PROVTO121A";"0012720317";"7 - dal 1976";"Si";"";"No";"1";""
"Provincia";"Torino";"Susa";"Corso Couvert";"21";"PROVTO-20";"0012700004";"Anno specificare";"Si";"1979";"No";"1";""
"Provincia";"Torino";"Torino";"Corso Picco A.";"14";"PROVTO-145";"0012720270";"Anno specificare";"Si";"1964";"No";"1";""
"Provincia";"Torino";"Torino";"Corso Caduti sul Lavoro";"11";"PROVTO-74";"0012720225";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Provincia";"Torino";"Torino";"Corso Molise";"58";"PROVTO-111";"0012720266";"Anno specificare";"Si";"1980";"No";"1";""
"Provincia";"Torino";"Susa";"Piazza Savoia";"19";"PROVTO-37";"0012700005";"Anno specificare";"Si";"1958";"No";"1";""
"Provincia";"Torino";"Torino";"CORSO DUCA DEGLI ABRUZZI (CORSO MONTEVECCHIO 67)";"20";"PROVTO-25";"0012720216";"Anno specificare";"Si";"1953";"No";"1";""
"Provincia";"Torino";"Torino";"Corso Caio Plinio";"2";"PROVTO-126";"0012720280";"Anno specificare";"Si";"1980";"No";"1";""
"Provincia";"Torino";"Torino";"CORSO PESCHIERA";"230";"PROVTO-39";"0012720268";"Anno specificare";"Si";"1930";"No";"1";""
"Provincia";"Torino";"Torino";"Corso Novara";"65";"PROVTO-83";"0012720240";"Anno specificare";"Si";"1954";"No";"1";""
"Provincia";"Torino";"Torino";"CORSO ALIGHIERI DANTE";"80";"PROVTO-121";"0012720262";"Anno specificare";"Si";"1968";"No";"1";""
"Provincia";"Torino";"Torino";"Via Bidone";"11";"PROVTO-62";"0012720230";"Anno specificare";"Si";"1970";"No";"1";""
"Provincia";"Torino";"Torino";"Corso Tassoni";"15";"PROVTO-11";"0012720220";"Anno specificare";"Si";"1930";"No";"1";""
"Provincia";"Torino";"Torino";"Via Bologna";"79";"PROVTO-84";"0012720239";"Anno specificare";"Si";"1969";"No";"1";""
"Provincia";"Torino";"Torino";"Corso Tazzoli";"209";"PROVTO-54";"0012720244";"Anno specificare";"Si";"1982";"No";"1";""
"Provincia";"Torino";"Torino";"Piazza Robilant";"5";"PROVTO-34";"0012720251";"Anno specificare";"Si";"1920";"No";"1";""
"Provincia";"Torino";"Torino";"Corso San Maurizio";"8";"PROVTO-123";"0012720260";"Anno specificare";"Si";"1903";"No";"1";""
"Provincia";"Torino";"Torino";"CORSO UNIONE SOVIETICA";"490";"PROVTO-134";"0012720274";"Anno specificare";"Si";"1978";"No";"1";""
"Provincia";"Torino";"Torino";"Via Alassio";"20";"PROVTO-129";"0012720278";"Anno specificare";"Si";"1954";"No";"1";""
"Provincia";"Torino";"Torino";"CORSO VENEZIA";"29";"PROVTO-142";"0012720271";"Anno specificare";"Si";"1940";"No";"1";""
"Provincia";"Torino";"Torino";"Strada Altessano/via sansovino";"52/3-150";"PROVTO-5";"0012720282";"Anno specificare";"Si";"1977";"No";"1";""
"Provincia";"Torino";"Torino";"Via Braccini";"11";"PROVTO-1";"0012720283";"Anno specificare";"Si";"1970";"No";"1";""
"Provincia";"Torino";"Torino";"Lungo Dora Napoli";"25";"PROVTO-113";"0012720264";"Anno specificare";"Si";"1900";"No";"1";""
"Provincia";"Torino";"Torino";"Via Bologna";"183";"PROVTO-95";"0012720234";"Anno specificare";"Si";"1850";"No";"1";""
"Provincia";"Torino";"Torino";"Via Chiomonte";"4";"PROVTO-35";"0012720250";"Anno specificare";"Si";"1958";"No";"1";""
"Provincia";"Torino";"Torino";"Via Don Grioli";"43";"PROVTO-58";"0012720231";"Anno specificare";"Si";"1978";"No";"1";""
"Provincia";"Torino";"Torino";"Via Della Cella";"3";"PROVTO-149";"0012720269";"Anno specificare";"Si";"1954";"No";"1";""
"Provincia";"Torino";"Torino";"Via Duchessa Jolanda";"27 bis";"PROVTO-3";"0012720285";"Anno specificare";"Si";"1970";"No";"1";""
"Provincia";"Torino";"Torino";"Via Casana";"5";"PROVTO-73";"0012720226";"Anno specificare";"Si";"1981";"No";"1";""
"Provincia";"Torino";"Torino";"Via Carcano";"31";"PROVTO-79";"0012720242";"Anno specificare";"Si";"1993";"No";"1";""
"Provincia";"Torino";"Torino";"Via Cittadella";"3";"PROVTO-33";"0012720252";"Anno specificare";"Si";"1955";"No";"1";""
"Provincia";"Torino";"Torino";"Via Castelgomberto";"20";"PROVTO-57";"0012720232";"Anno specificare";"Si";"1972";"No";"1";""
"Provincia";"Torino";"Torino";"Via Figlie dei Militari";"25";"PROVTO-122";"0012720261";"Anno specificare";"Si";"1884";"No";"1";""
"Provincia";"Torino";"Torino";"Via Frattini";"11/15";"PROVTO-64";"0012720228";"Anno specificare";"Si";"1964";"No";"1";""
"Provincia";"Torino";"Torino";"Via frattini";"11/15";"PROVTO-64A";"0012720181";"7 - dal 1976";"Si";"";"No";"1";""
"Provincia";"Torino";"Torino";"via giulia di barolo ";"33";"PROVTO-27A";"0012720175";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Provincia";"Torino";"Torino";"Via Gorizia";"7";"PROVTO-55";"0012720243";"Anno specificare";"Si";"1986";"No";"1";""
"Provincia";"Torino";"Torino";"VIA FRATTINI";"11/15";"PROVTO-64B";"0012720318";"7 - dal 1976";"Si";"";"No";"1";""
"Provincia";"Torino";"Torino";"Via Juvarra";"14";"PROVTO-44";"0012720245";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Provincia";"Torino";"Torino";"VIA GENE' GIUSEPPE";"12/14";"PROVTO-133";"0012720275";"Anno specificare";"Si";"1968";"No";"1";""
"Provincia";"Torino";"Torino";"Via Giulia di Barolo";"33";"PROVTO-27";"0012720257";"Anno specificare";"Si";"1995";"No";"1";""
"Provincia";"Torino";"Torino";"Via lavagna";"8";"PROVTO127A";"0012720319";"7 - dal 1976";"Si";"";"No";"1";""
"Provincia";"Torino";"Torino";"VIA GAIDANO PAOLO";"126";"PROVTO-21";"0012720217";"Anno specificare";"Si";"1974";"No";"1";""
"Provincia";"Torino";"Torino";"Via Meucci";"9";"PROVTO-7";"0012720224";"Anno specificare";"Si";"1906";"No";"1";""
"Provincia";"Torino";"Torino";"Via Maria Vittoria";"39 bis";"PROVTO-28";"0012720256";"Anno specificare";"Si";"1972";"No";"1";""
"Provincia";"Torino";"Torino";"Via Monginevro";"291/293";"PROVTO-114";"0012720263";"Anno specificare";"Si";"1972";"No";"1";""
"Provincia";"Torino";"Torino";"Via Marinuzzi";"1";"PROVTO-89";"0012720236";"Anno specificare";"Si";"1975";"No";"1";""
"Provincia";"Torino";"Torino";"VIA LAVAGNA";"8";"PROVTO-127";"0012720279";"Anno specificare";"Si";"1959";"No";"1";""
"Provincia";"Torino";"Torino";"Via Montecorno";"34";"PROVTO-136";"0012720272";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Provincia";"Torino";"Torino";"Via Luini";"123";"PROVTO-6";"0012720215";"Anno specificare";"Si";"1961";"No";"1";""
"Provincia";"Torino";"Torino";"Via Madonna delle Salette";"29";"PROVTO-29";"0012720255";"Anno specificare";"Si";"1990";"No";"1";""
"Provincia";"Torino";"Torino";"VIA MONTECUCCOLI RAIMONDO";"12";"PROVTO-4";"0012720286";"Anno specificare";"Si";"1908";"No";"1";""
"Provincia";"Torino";"Torino";"VIA PACINI GIOVANNI";"28";"PROVTO-94A";"0012720315";"Anno specificare";"Si";"1967";"No";"1";""
"Provincia";"Torino";"Torino";"Via Parenzo";"46";"PROVTO-36";"0012720249";"Anno specificare";"Si";"1980";"No";"1";""
"Provincia";"Torino";"Torino";"Via Moretta";"55";"PROVTO-8";"0012720223";"Anno specificare";"Si";"1947";"No";"1";""
"Provincia";"Torino";"Torino";"Via Paganini";"22";"PROVTO-82";"0012720241";"Anno specificare";"Si";"1947";"No";"1";""
"Provincia";"Torino";"Torino";"VIA NEGRI ADA";"15";"PROVTO-56";"0012720233";"Anno specificare";"Si";"1970";"No";"1";""
"Provincia";"Torino";"Torino";"Via Pacini";"28";"PROVTO-94";"0012720235";"Anno specificare";"Si";"1967";"No";"1";""
"Provincia";"Torino";"Torino";"Via Rocca (della)";"7";"PROTO-32A";"0012720321";"Anno specificare";"Si";"1965";"No";"1";""
"Provincia";"Torino";"Torino";"Via Parini";"8";"PROVTO-15";"0012720218";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Provincia";"Torino";"Torino";"Via Pesaro";"11";"PROVTO-45";"0012720246";"Anno specificare";"Si";"1969";"No";"1";""
"Provincia";"Torino";"Torino";"Via Parini";"8";"PROVTO-15A";"0012720312";"Anno specificare";"Si";"1971";"No";"1";""
"Provincia";"Torino";"Torino";"Via Rocca (della)";"7";"PROVTO-32";"0012720253";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Provincia";"Torino";"Torino";"Via Pisacane";"72";"PROVTO-85";"0012720238";"Anno specificare";"Si";"1964";"No";"1";""
"Provincia";"Torino";"Torino";"Via Rovigo";"19";"PROVTO-124";"0012720259";"Anno specificare";"Si";"1968";"No";"1";""
"Provincia";"Torino";"Torino";"Via Ponchielli";"56";"PROVTO-86";"0012720237";"Anno specificare";"Si";"1950";"No";"1";""
"Provincia";"Torino";"Torino";"VIA PONCHIELLI AMILCARE";"56";"PROVTO-86A";"0012720314";"7 - dal 1976";"Si";"";"No";"1";""
"Provincia";"Torino";"Torino";"Via Postumia";"57/60";"PROVTO-10";"0012720221";"Anno specificare";"Si";"1973";"No";"1";""
"Provincia";"Torino";"Torino";"Via Sant'Ottavio";"11";"PROVTO-26";"0012720258";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Provincia";"Torino";"Torino";"Via Scotellaro";"15";"PROVTO-112";"0012720265";"Anno specificare";"Si";"1974";"No";"1";""
"Provincia";"Torino";"Torino";"via salerno";"60";"PROVTO130A";"0012720311";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Provincia";"Torino";"Torino";"Via Salerno";"60";"PROVTO-130";"0012720277";"Anno specificare";"Si";"1950";"No";"1";""
"Provincia";"Torino";"Torino";"Via Veronese P.";"305";"PROVTO-104";"0012720267";"Anno specificare";"Si";"1970";"No";"1";""
"Provincia";"Torino";"Torino";"Via Sostegno";"41/a";"PROVTO-30";"0012720254";"Anno specificare";"Si";"1970";"No";"1";""
"Provincia";"Torino";"Torino";"Via Tripoli";"82";"PROVTO-12";"0012720219";"Anno specificare";"Si";"1962";"No";"1";""
"Provincia";"Torino";"Torino";"VIA VIGONE";"72";"PROVTO-40";"0012720248";"Anno specificare";"Si";"1970";"No";"1";""
"Provincia";"Torino";"Torino";"Via Sostegno";"41/10";"PROVTO-9";"0012720222";"Anno specificare";"Si";"1982";"No";"1";""
"Provincia";"Torino";"Venaria Reale";"via bruno buozzi";"16";"PROVTO132A";"0012920015";"7 - dal 1976";"Si";"";"No";"1";""
"Provincia";"Torino";"Torino";"via s. ottavio ";"9-11";"PROVTO-26A";"0012720313";"Anno specificare";"Si";"1926";"No";"1";""
"Provincia";"Torino";"Torino";"Via Valperga Caluso";"12";"PROVTO-72";"0012720227";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Provincia";"Verbano";"Domodossola";"Via Matilde Ceretti";"23";"PROVVB14";"1030280003";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Provincia";"Verbano";"Domodossola";"Via MENOTTI";"5/7";"PROVVB13";"1030280002";"Anno specificare";"Si";"1986";"No";"1";""
"Provincia";"Torino";"Venaria Reale";"via bruno buozzi";"16";"PROVTO132B";"0012920016";"7 - dal 1976";"Si";"";"No";"1";""
"Provincia";"Verbano";"Omegna";"VIA XI SETTEMBRE";"1";"PROVVB_1";"1030500001";"Anno specificare";"Si";"1989";"No";"1";""
"Provincia";"Verbano";"Omegna";"Via Colombera Ang. Via Carcallo";"sn";"PROVVB_3";"1030500003";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Provincia";"Verbano";"Crodo";"Via Roma";"9";"PROVVB11";"1030260001";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Provincia";"Verbano";"Domodossola";"Via OLIVA";"15";"PROVVB12";"1030280001";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Provincia";"Torino";"Venaria Reale";"Via Buozzi";"16";"PROVTO-132";"0012920001";"Anno specificare";"Si";"1975";"No";"1";""
"Provincia";"Verbano";"Stresa";"Via Manzoni";"10";"PROVVB15/3";"1030640004";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Provincia";"Verbano";"Verbania";"Piazza MARTIRI DI TRAREGO";"8";"PROVVB_7/3";"1030720004";"Anno specificare";"Si";"1978";"No";"1";""
"Provincia";"Verbano";"Omegna";"VIA XI SETTEMBRE";"1";"PROVVB2013";"1030500016";"Anno specificare";"Si";"2012";"No";"1";""
"Provincia";"Verbano";"Stresa";"Viale Mainardi  (EX VIALE REGINA)";"3";"PROVVB15";"1030640001";"Anno specificare";"Si";"1952";"No";"1";""
"Provincia";"Verbano";"Verbania";"Corso Cairoli";"41";"PROVVB_8";"1030720005";"Anno specificare";"Si";"1965";"No";"1";""
"Provincia";"Verbano";"Stresa";"Viale PRINCIPE DI PIEMONTE";"32";"PROVVB15/2";"1030640003";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Provincia";"Verbano";"Verbania";"VIA MADONNA DI CAMPAGNA";"18";"PROVVB10";"1030720008";"Anno specificare";"Si";"1994";"No";"1";""
"Provincia";"Verbano";"Verbania";"Piazza MARTIRI DI TRAREGO";"8";"PROVVB_7/4";"1030720003";"Anno specificare";"Si";"2002";"No";"1";""
"Provincia";"Verbano";"Verbania";"PIAZZA MARTIRI DI TRAREGO";"8";"PROVVB_7/1";"1030720002";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Provincia";"Verbano";"Verbania";"VIA MASSARA LOCALITA' S'ANNA";"8";"PROVVB_9/1";"1030720006";"Anno specificare";"Si";"1975";"No";"1";""
"Provincia";"Verbano";"Verbania";"PIAZZA MARTIRI DI TRAREGO";"8";"PROVVB_7/2";"1030720001";"Anno specificare";"Si";"1976";"No";"1";""
"Provincia";"Verbano";"Verbania";"Via Madonna di Campagna";"18";"PROVVB10/2";"1030720009";"Anno specificare";"Si";"2005";"No";"1";""
"Provincia";"Vercelli";"Crescentino";"VIA TINO DAPPIANO";"61";"PROVVC12";"0020490005";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Provincia";"Vercelli";"Borgosesia";"Via ABATE SALVATORE LIRELLI";"17";"PROVVC19";"0020160012";"Anno specificare";"Si";"1980";"No";"1";""
"Provincia";"Verbano";"Verbania";"VIA MASSARA LOCALITA' S'ANNA";"8";"PROVVB_9/2";"1030720007";"Anno specificare";"Si";"2000";"No";"1";""
"Provincia";"Vercelli";"Borgosesia";"Viale VARALLO";"153";"PROVVC17";"0020160010";"Anno specificare";"Si";"1976";"No";"1";""
"Provincia";"Vercelli";"Borgosesia";"VIA MARCONI GUGLIELMO";"8";"PROVVC18";"0020160011";"Anno specificare";"Si";"1960";"No";"1";""
"Provincia";"Vercelli";"Crescentino";"Piazza Marconi";"2";"PROVVC11";"0020490004";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Provincia";"Vercelli";"Santhia'";"Via A. NOBEL";"17";"PROVVC13";"0021330005";"Anno specificare";"Si";"1980";"No";"1";""
"Provincia";"Vercelli";"Varallo";"Via D'ADDA";"33";"PROVVC22";"0021560004";"Anno specificare";"Si";"1920";"No";"1";""
"Provincia";"Vercelli";"Vercelli";"Corso ITALIA";"44";"PROVVC4";"0021580024";"Anno specificare";"Si";"1911";"No";"1";""
"Provincia";"Vercelli";"Gattinara";"Via G. CALZA";"12";"PROVVC15";"0020610004";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Provincia";"Vercelli";"Gattinara";"Corso VALSESIA";"106";"PROVVC16";"0020610003";"Anno specificare";"Si";"1930";"No";"1";""
"Provincia";"Vercelli";"Gattinara";"VIA LEONARDO DA VINCI";"101";"PROVVC14";"0020610006";"Anno specificare";"Si";"1999";"No";"1";""
"Provincia";"Vercelli";"Trino Vercellese";"PIAZZA GARIBALDI GIUSEPPE";"SN";"PROVVC_24";"0021480004";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Provincia";"Vercelli";"Vercelli";"Cantone Biliemme - (Strada Prov. per Asigliano)";"sn";"PROVVC8";"0021580039";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Provincia";"Vercelli";"Varallo";"Via M. T. ROSSI";"2";"PROVC20-21";"0021560005";"5 - tra il 1946 ed il 1960";"Si";"";"No";"1";""
"Provincia";"Vercelli";"Vercelli";"Corso ITALIA";"48";"PROVVC10";"0021580027";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Provincia";"Vercelli";"Vercelli";"Corso PALESTRO";"28";"PROVVC2";"0021580022";"Anno specificare";"Si";"1960";"No";"1";""
"Provincia";"Vercelli";"Vercelli";"Piazza CESARE BATTISTI";"8";"PROVVC3";"0021580023";"Anno specificare";"Si";"1906";"No";"1";""
"Provincia";"Vercelli";"Vercelli";"Via ANADONE";"7";"PROVVC6";"0021580025";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Provincia";"Vercelli";"Vercelli";"Via DUOMO";"3";"PROVVC9";"0021580026";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Provincia";"Vercelli";"Vercelli";"Piazza VITTORIA";"3";"PROVVC7";"0021580028";"Anno specificare";"Si";"1960";"No";"1";""
"Provincia";"Vercelli";"Vercelli";"CORSO PALESTRO";"29";"PROVVC_25";"0021580040";"3 - tra il 1900 ed il 1920";"Si";"";"No";"1";""
"Provincia";"Vercelli";"Vercelli";"Via G. VERDI";"45";"PROVVC5";"0021580029";"Anno specificare";"Si";"1911";"No";"1";""
"Provincia";"Vercelli";"Vercelli";"VIA SERENO LUIGI";"27";"PROVVC1";"0021580021";"Anno specificare";"Si";"1991";"No";"1";""
"";"Torino";"Torino";"Via Accademia Albertina";"6";"ACC_ALBERT";"0012720284";"Anno specificare";"Si";"1820";"No";"1";""
"Comune";"Alessandria";"Acqui Terme";"VIALE ACQUEDOTTO ROMANO";"34";"ACQUI06";"0060010006";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Alessandria";"Acqui Terme";"Piazzale FACELLI";"";"ACQUI10";"0060010017";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Comune";"Alessandria";"Acqui Terme";"Corso Roma";"4";"PROV_AL_11";"0060010012";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Alessandria";"Acqui Terme";"Via ALDO MORO";"1";"ACQUI02";"0060010003";"Anno specificare";"Si";"1976";"No";"1";""
"Comune";"Alessandria";"Acqui Terme";"Corso ROMA";"2";"ACQUI09";"0060010009";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Comune";"Alessandria";"Acqui Terme";"Via SAN DEFENDENTE";"29";"ACQUI05";"0060010004";"Anno specificare";"Si";"1979";"No";"1";""
"Comune";"Alessandria";"Alessandria";"VIA CAMPI PIER LUIGI";"51";"038";"";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Alessandria";"Alessandria";"Piazza Vittorio Veneto";"5";"001";"0060030039";"Anno specificare";"Si";"1905";"No";"1";""
"Comune";"Alessandria";"Alessandria";"Piazza Della Scuola";"1";"019";"0060030020";"Anno specificare";"Si";"1902";"No";"1";""
"Comune";"Alessandria";"Alessandria";"Via Benedetto Croce";"13/A";"010";"0060030015";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Alessandria";"Acqui Terme";"Via SAVONAROLA";"27";"ACQUI03";"0060010002";"7 - dal 1976";"Si";"";"No";"1";""
"Comune";"Alessandria";"Alessandria";"Via De Amicis";"2";"021";"0060030033";"Anno specificare";"Si";"1920";"No";"1";""
"Comune";"Alessandria";"Acqui Terme";"Via XX SETTEMBRE";"20";"ACQUI04";"0060010005";"Anno specificare";"Si";"1900";"No";"1";""
"Comune";"Alessandria";"Alessandria";"Piazza ADOLFO BALONCIERI";"13";"027";"0060030026";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Alessandria";"Alessandria";"Via Bensi";"2";"017";"0060030018";"Anno specificare";"Si";"1957";"No";"1";""
"Comune";"Alessandria";"Alessandria";"via comunale";"31";"023";"0060030023";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Alessandria";"Acqui Terme";"Via Nizza";"185";"ACQUI01";"0060010001";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Comune";"Alessandria";"Acqui Terme";"Via MARENCO";"2";"ACQUI07";"0060010018";"4 - tra il 1921 ed il 1945";"Si";"";"No";"1";""
"Comune";"Alessandria";"Alessandria";"Corso Monferrato";"1";"004";"0060030011";"6 - tra il 1961 ed il 1975";"Si";"";"No";"1";""
"Comune";"Alessandria";"Alessandria";"piazza dossena";"11";"025";"0060030024";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Alessandria";"Alessandria";"Spalto Rovereto";"63";"006";"0060030012";"Anno specificare";"Si";"1907";"No";"1";""
"Comune";"Alessandria";"Alessandria";"Via Cascinagrossa";"2";"036";"0060030042";"Anno specificare";"Si";"1936";"No";"1";""
"Comune";"Alessandria";"Alessandria";"Piazza Maino";"6 e 8";"029";"0060030041";"2 - nell'Ottocento";"Si";"";"No";"1";""
"Comune";"Alessandria";"Alessandria";"Via Benedetto Croce";"9";"011";"0060030016";"7 - dal 1976";"Si";"";"No";"1";""
